id,cumulative_sum
0,0.011591178306631894
1,0.02164954297031148
2,0.030815708570494312
3,0.03944680276759651
4,0.04747046775998664
5,0.05506610128870716
6,0.06252890778913738
7,0.0691591719242244
8,0.07558750134341094
9,0.08183527837578432
10,0.08770138083394935
11,0.09353374197681463
12,0.09910168923818634
13,0.10421868317910685
14,0.10921478143136776
15,0.11409105311142342
16,0.1189188296691091
17,0.12373801053050167
18,0.12850925221008053
19,0.1332311007094677
20,0.13793156687976754
21,0.14248411009744147
22,0.1469289291411736
23,0.15133393428814512
24,0.1556452420690561
25,0.15994650015529605
26,0.16423214914130227
27,0.16832065305312358
28,0.17234791797443885
29,0.17619762403501316
30,0.1800388199286107
31,0.18383040881872575
32,0.1876093821346793
33,0.1913664599456474
34,0.1950809441570736
35,0.19876976957359507
36,0.20243900877667256
37,0.20603144265366846
38,0.2095251329349392
39,0.2129944901257086
40,0.21642411894903377
41,0.2198526786559046
42,0.22320007104156003
43,0.22652214674957608
44,0.22981638266512047
45,0.2330706763899298
46,0.23632172000071783
47,0.23944006487719008
48,0.2424259248426374
49,0.24540331740576615
50,0.2483710023914893
51,0.2513127719943586
52,0.254174229569176
53,0.25700583741258753
54,0.25981525039840647
55,0.2625739017349721
56,0.26532288825879025
57,0.2680631080276827
58,0.2708022586801207
59,0.2735322149310512
60,0.2762402756769963
61,0.2789296910319773
62,0.2816041815212554
63,0.2842323151210721
64,0.2868272205814872
65,0.2894048491199998
66,0.2919335121249024
67,0.2944294601663015
68,0.29691779609854546
69,0.29937846329695045
70,0.3018384890254829
71,0.30429706075563734
72,0.306736816036195
73,0.30916391297793294
74,0.3115329355138698
75,0.31384773246324127
76,0.31615316395247245
77,0.3184469634546802
78,0.3207267789136648
79,0.32300432784576616
80,0.3252763173723049
81,0.3275396256732341
82,0.32976478789907154
83,0.33198674277554596
84,0.33419189114135767
85,0.33636240013404806
86,0.3384920688781816
87,0.34060300670203475
88,0.342709325942805
89,0.3448131220687429
90,0.34690712508795896
91,0.34899488446708143
92,0.35104052065790187
93,0.35307379786251
94,0.3551036111298058
95,0.35712316087913987
96,0.3591137589548896
97,0.3610840865826646
98,0.36304748633581535
99,0.3649876648795773
100,0.36691976090294426
101,0.36884527116895227
102,0.3707635969723869
103,0.3726780739565859
104,0.37459002782595263
105,0.3765011264021558
106,0.37840995845147574
107,0.3803044643403072
108,0.3821898185922893
109,0.38405391880915857
110,0.3859093378004184
111,0.38774829239828107
112,0.38955632814828345
113,0.3913443928029184
114,0.3930810115737691
115,0.39481737375667086
116,0.39654608106575945
117,0.39827051190903046
118,0.3999846792343396
119,0.401668783004952
120,0.40335198871774275
121,0.4050336549028392
122,0.4067089919185258
123,0.40837915441057326
124,0.4100462378472322
125,0.4117119955794877
126,0.41337527296156906
127,0.41503307646740406
128,0.41669023850336645
129,0.4183281136784921
130,0.4199552976890741
131,0.42157516894310826
132,0.42319307302286635
133,0.4247977628232485
134,0.42639445563255207
135,0.42798422056723123
136,0.4295558105221863
137,0.4311031529159563
138,0.43263574150265605
139,0.43416093180349163
140,0.435681417991928
141,0.4372016903570735
142,0.4387096892653229
143,0.44021345447241295
144,0.4416914325906238
145,0.4431128758307278
146,0.44452679249099303
147,0.44593335363005226
148,0.44733606594987574
149,0.4487353143323871
150,0.4501281480161723
151,0.4515164914108491
152,0.45290154192684656
153,0.4542770986887292
154,0.4556396122298686
155,0.4570011421838699
156,0.4583474051549029
157,0.45968126637506534
158,0.4610079431326544
159,0.46232799136822644
160,0.4636322166802738
161,0.46493618540437215
162,0.4662245022635786
163,0.4674996476080673
164,0.468764999845834
165,0.47002740132218657
166,0.47128834880016124
167,0.47251534113954535
168,0.47372826390638995
169,0.4749402030860965
170,0.4761491915043891
171,0.47735501533797675
172,0.47855630611779787
173,0.47975263619727077
174,0.48094597275067136
175,0.482128276022263
176,0.48330801341436413
177,0.4844803097559429
178,0.4856523067449144
179,0.4868138263926331
180,0.4879503287153198
181,0.4890695541161038
182,0.49018334840529976
183,0.4912871357644827
184,0.49238934083131325
185,0.4934849173761268
186,0.49458032286230763
187,0.4956750013492994
188,0.4967672422507753
189,0.4978580719185315
190,0.4989474475879097
191,0.5000343429071138
192,0.5011193565813581
193,0.5022037287857298
194,0.5032866469917237
195,0.5043670420828852
196,0.5054367460095032
197,0.5065024728229107
198,0.5075619559962249
199,0.5086159652932927
200,0.5096669810642882
201,0.5107170132481458
202,0.5117657197275999
203,0.5128123307388035
204,0.5138440168843041
205,0.5148749332659576
206,0.515905336471713
207,0.5169274433337826
208,0.5179427078505442
209,0.5189511300219979
210,0.5199556178448994
211,0.5209552304967691
212,0.5219510798587195
213,0.5229449620463938
214,0.5239311893602548
215,0.5249145942066763
216,0.5258899165327028
217,0.5268417610613916
218,0.5277912962985388
219,0.528729798253877
220,0.5296537174607776
221,0.5305727614966463
222,0.5314875290666977
223,0.5324022538720907
224,0.5333152253264987
225,0.5342199432018789
226,0.5351212826692634
227,0.5360176614362997
228,0.5369107473246564
229,0.5378032772724568
230,0.5386938828106395
231,0.539584231760873
232,0.5404729984187543
233,0.5413594130204358
234,0.5422412090390344
235,0.5431204819428007
236,0.5439988140240872
237,0.5448759914596031
238,0.5457525701899044
239,0.5466202111066473
240,0.5474683513392625
241,0.5483157218080307
242,0.5491618093370536
243,0.5499876264181017
244,0.5508093808566231
245,0.5516307504132211
246,0.5524409156293772
247,0.5532509097869007
248,0.5540454659028233
249,0.5548397226661386
250,0.5556336373121884
251,0.5564192128498942
252,0.5571989723940882
253,0.5579758667061847
