topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19
0.0,0.5244878912278192,0.0,0.0,0.06514276410220414,0.0,0.3844381585586392,0.0,0.0,0.0,0.0,0.04949561076773334,0.0,0.04707673262159519,0.15219727166321803,0.24518844669911288,0.0,0.0,0.0,0.48752113898276417
0.0,0.0,0.0,0.0,0.8140984153147924,0.0,0.0,0.0,0.0,0.11922356998810431,0.4032622773568806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19090555632843978,0.34218260509074727
0.0,0.0,0.18065892977127174,0.0,0.7385258434144342,0.050376476296692355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3413885805257682,0.0,0.0,0.0,0.05367799146113486,0.5611767919790656
0.3821223041900599,0.0,0.028242173110135105,0.13851881580306774,0.3549755507360751,0.01830120325132248,0.0,0.04772876245225486,0.02745551143416782,0.0,0.013193525264590441,0.06052173790468781,0.012533952222365967,0.023313041144697167,0.29339396260247186,0.0785104711546913,0.0,0.14387900242533588,0.010273204459623302,0.36342866476570784
0.0,0.20831695566055883,0.0,0.04965371643074776,0.3307021093938169,0.2216761114336936,0.04283001453104527,0.0,0.11243234670440908,0.03257030674383107,0.07439070044881566,0.02074195806315525,0.02287770332462021,0.0,0.15733769941512837,0.03356757732969789,0.0,0.013011763305553132,0.11060624417833677,0.5661842354037327
0.32255401943595663,0.06232296371670036,0.05567775985341021,0.0,0.4610230588640278,0.08056244325404795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22617330294915503,0.0,0.0,0.23518102504853308,0.05104218439805458,0.4626009290724588
0.0,0.07558592134246112,0.0,0.09263537925990142,0.4085597163800462,0.03045852403657534,0.07755304972141637,0.0743599534377646,0.23751355277218494,0.0,0.13295507820110194,0.024190185283020266,0.0,0.0,0.04250677640194114,0.012036396044830049,0.0,0.023313215695576636,0.0,0.7605535502972376
0.0,0.41374046140799337,0.0,0.0,0.0,0.0,0.0,0.28317403164672106,0.27615866038999826,0.0,0.0,0.10427081031878085,0.0,0.05263393632014466,0.3836352381973205,0.0,0.0,0.0,0.0,0.43638069544554753
0.0,0.11772896098078446,0.22315885587678683,0.11814535394920017,0.24903398009068853,0.055930092023167455,0.0,0.06407141390488105,0.16437127338140098,0.0,0.04688284729969546,0.05293417625321264,0.0,0.0,0.1944499393197226,0.11693967441572983,0.01158455475493932,0.029103719355482872,0.0,0.5468391238631731
0.0,0.02068208704116771,0.0,0.0,0.3409181224152015,0.2166412410253968,0.046388845622055634,0.06938378542364317,0.30350109213802406,0.0,0.059437635595149536,0.0,0.0,0.0,0.04024990897986611,0.0,0.0,0.0,0.06356138789300987,0.8241327934620457
0.0,0.022851559390514184,0.0,0.08712387576556696,0.12968713844942342,0.11097792533660139,0.0,0.6152351113659427,0.032591456662828366,0.0,0.06561962178904476,0.0,0.012713154441115133,0.0,0.4288450152898782,0.08086468899295614,0.0,0.0,0.0,0.3913908629964006
0.3927666370195635,0.012501361104834512,0.012500753525429256,0.5072214659460778,0.012501479577544505,0.012501319550424392,0.01250041953761681,0.012503614245252655,0.012502276255302848,0.01250067323795355,0.01250142860989983,0.012501122675107352,0.13748973702281403,0.012500000524398659,0.7625034076870231,0.012502760791062818,0.012500024367888335,0.012500000461592532,0.012500079802094038,0.012501438058119463
0.0,0.0,0.0,0.2608910992788064,0.0,0.0,0.643450067468494,0.08946332075608943,0.0,0.0,0.5315096179135707,0.010009799565987458,0.0,0.0,0.38959281000890866,0.021579247741360295,0.012579908577388254,0.0,0.031188489111615047,0.0
0.0,0.0,0.016720286610530453,0.0,0.3187822691096762,0.172171062978847,0.0,0.41195297723163327,0.07749926426401108,0.0,0.05895605835169669,0.010690931590621525,0.0,0.025049095164204196,0.1332320848673733,0.0,0.037616911614943016,0.0,0.08856309315983608,0.6441673893058345
0.0,0.0,0.031002837988167584,0.07849048047817597,0.10044156062651778,0.5665880708657886,0.0,0.16588080875620517,0.05471778427581133,0.0,0.0,0.4083604707445517,0.02810122333565271,0.0,0.33583975775365116,0.0,0.0,0.0,0.06693381889746672,0.157167047692044
0.041100814586630445,0.0,0.06485823516594626,0.0,0.29978479860721985,0.20312632201729963,0.0,0.2361677073778775,0.15083776894602371,0.0,0.19806075397264677,0.03639911111470969,0.013849947771944232,0.0,0.06856538631748947,0.09125816639539323,0.013535749077837512,0.017490415525815803,0.04677374215065002,0.5129549789437553
